2026-02-02 10:40:14,952 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:535]
2026-02-02 10:40:53,439 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:535]
2026-02-02 10:40:57,058 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:535]
2026-02-02 10:40:57,874 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:535]
2026-02-02 10:45:53,714 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:543]
2026-02-02 10:45:54,312 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:543]
2026-02-02 11:09:32,722 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:541]
2026-02-02 11:09:33,292 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:541]
2026-02-02 11:09:34,123 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:541]
2026-02-02 11:09:34,635 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:541]
2026-02-02 11:09:58,184 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:541]
2026-02-02 11:09:59,928 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:541]
2026-02-02 11:10:00,543 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:541]
2026-02-02 13:55:42,674 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:541]
2026-02-02 13:55:42,679 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:541]
2026-02-02 13:55:43,242 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:541]
2026-02-02 13:55:43,953 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:541]
2026-02-02 13:55:44,033 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:541]
2026-02-02 14:20:19,873 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:541]
2026-02-02 14:20:21,518 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:541]
2026-02-02 14:20:21,518 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:541]
2026-02-02 14:20:22,173 ERROR: Connection error: module 'sqlalchemy.pool' has no attribute 'get_connection' [in C:\Users\APNMUM06\Desktop\invoice_updated 2\invoice_updated\app_duplicate.py:541]
